NFORM;nnper;nvj;IDPERV;origen;proposito;VF5;VF6;tiempoviaje;modoprincipal;etapas;VF9;INSE;INSE_RecF;EstratoGeografico;cuadras;codsegorigen;codsegproposito;wcal0
1055;3;2;10550302;5;1;16,15;16,3;15;2;1;1;46;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;110076;337125;498,0819909
1055;3;3;10550303;1;15;17;17,15;15;2;1;2;46;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337125;110077;498,0819909
1055;3;4;10550304;15;1;18,15;18,3;15;2;1;2;46;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;110077;337125;498,0819909
1055;4;1;10550401;1;5;7,3;7,45;15;2;1;1;46;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337125;110076;498,0819909
1055;4;2;10550402;5;1;16,15;16,3;15;2;1;1;46;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;110076;337125;498,0819909
1055;5;1;10550501;1;5;7,45;8;15;7;1;1;46;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337125;110076;498,0819909
1055;5;2;10550502;5;1;7,45;17,55; ;7;1;1;46;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;110076;337125;498,0819909
1055;5;3;10550503;1;5;18,15;18,3;15;7;1;3;46;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337125;110059;498,0819909
1055;5;4;10550504;5;1;19,3;19,45;15;7;1;3;46;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;110059;337125;498,0819909
1056;1;1;10560101;1;6;14;14,1;10;8;1;3;53;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337125;337227;307,0580075
1056;1;2;10560102;6;1;14,4;14,5;10;8;1;3;53;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337227;337125;307,0580075
1056;2;1;10560201;1;6;11;11,45;45;8;2;5;53;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;10;337125;120039;307,0580075
1056;2;2;10560202;6;6;12,45;13,1;25;8;1;5;53;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;120039;107203;307,0580075
1056;2;3;10560203;6;1;13,2;14,1;50;8;1;5;53;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;107203;337125;307,0580075
1058;1;1;10580101;1;2;13,15;14;45;8;1;1;53;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337526;104001;328,9224484
1058;1;2;10580102;2;6;22;22,3;30;8;1;3;53;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;104001;118207;328,9224484
1058;1;3;10580103;6;1;22,45;23,1;25;8;1;3;53;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;118207;337526;328,9224484
1058;2;1;10580201;1;7;11;11,15;15;8;1;3;53;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337526;110066;328,9224484
1058;2;2;10580202;7;1;13;13,15;15;8;1;3;53;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;110066;337526;328,9224484
1058;2;3;10580203;1;4;16;16,2;20;8;1;3;53;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337526;110066;328,9224484
1058;2;4;10580204;4;1;17,45;18;15;8;1;3;53;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;110066;337526;328,9224484
1058;3;1;10580301;1;12;22,3;23;30;8;1;2;53;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337526;118320;328,9224484
1058;3;2;10580302;12;1;23,05;23,3;25;8;1;2;53;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;118320;337526;328,9224484
1061;1;1;10610101;1;2;8;9;60;8;1;3;41;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337329;199001;387,9676398
1061;1;2;10610102;2;1;13,3;14;30;8;1;3;41;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;199001;337329;387,9676398
1061;1;3;10610103;1;15;19;19,1;10;0;1;2;41;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;4;337329;337329;387,9676398
1061;1;4;10610104;15;1;20,5;21;10;0;1;2;41;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;4;337329;337329;387,9676398
1061;2;1;10610201;1;11;7,45;8;15;8;1;1;41;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337329;337138;387,9676398
1061;2;2;10610202;11;1;8,05;8,2;15;8;1;1;41;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337138;337329;387,9676398
1061;2;3;10610203;1;7;14;14,05;5;8;1;3;41;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337329;337136;387,9676398
1061;2;4;10610204;7;1;15,3;15,4;10;8;1;1;41;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337136;337329;387,9676398
1061;2;5;10610205;1;11;16,4;17;20;8;1;1;41;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337329;337138;387,9676398
1061;2;6;10610206;11;1;17,45;18;15;8;1;1;41;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337138;337329;387,9676398
1061;3;1;10610301;99;5;7,45;8;15;7;1;1;41;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ; ;337138;387,9676398
1061;3;2;10610302;5;1;17,45;18;15;7;1;1;41;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337138;337329;387,9676398
1061;3;3;10610303;1;15;18,45;19;15;0;1;2;41;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;4;337329;337329;387,9676398
1061;3;4;10610304;15;1;21;21,1;10;0;1;2;41;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;4;337329;337329;387,9676398
1061;4;1;10610401;1;5;7,45;8;15;7;1;1;41;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337329;337138;387,9676398
1061;4;2;10610402;5;1;17,45;18;15;7;1;1;41;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337138;337329;387,9676398
1061;4;3;10610403;1;15;15,45;19; ;0;1;2;41;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;4;337329;337329;387,9676398
1061;4;4;10610404;15;1;21;21,1;10;0;1;2;41;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;4;337329;337329;387,9676398
1063;1;1;10630101;1;11;12,45;12,5;5;0;1;1;59;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;4;337329;337229;345,6708132
1063;1;2;10630102;11;2;13;14,1;70;13;2;1;59;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337229;111008;345,6708132
1063;1;3;10630103;2;1;19,55;21,1;75;13;2;1;59;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;111008;337329;345,6708132
1063;2;1;10630201;1;2;5,3;5,55;25;8;1;1;59;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337329;110146;345,6708132
1063;2;2;10630202;2;3;14;14,3;30;8;1;4;59;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;110146;199027;345,6708132
1063;2;3;10630203;3;1;15,3;16;30;8;1;4;59;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;199027;337329;345,6708132
1063;2;4;10630204;1;11;16,55;17;5;8;1;1;59;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337329;337229;345,6708132
1063;2;5;10630205;11;1;17,05;17,1;5;8;1;1;59;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337229;337329;345,6708132
1063;2;6;10630206;1;14;17,35;17,45;10;0;1;3;59;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;4;337329;337329;345,6708132
1063;2;7;10630207;14;1;17,45;17,55;10;0;1;3;59;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;4;337329;337329;345,6708132
1063;2;8;10630208;1;12;19,2;19,3;10;0;1;3;59;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;4;337329;337329;345,6708132
1063;2;9;10630209;12;1;19,35;19,45;10;0;1;3;59;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;4;337329;337329;345,6708132
1063;2;10;10630210;1;5;21;21,05;5;0;1;2;59;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;2;337329;337329;345,6708132
1063;2;11;10630211;5;1;21,3;21,36;6;0;1;2;59;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;2;337329;337329;345,6708132
1063;3;1;10630301;1;5;12,45;12,5;5;0;1;1;59;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;4;337329;337229;345,6708132
1063;3;2;10630302;5;1;17,05;17,1;5;7;1;1;59;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337229;337329;345,6708132
1063;3;3;10630303;1;15;17,35;17,45;10;0;1;3;59;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;4;337329;337329;345,6708132
1063;3;4;10630304;15;1;19,35;19,45;10;0;1;3;59;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;4;337329;337329;345,6708132
1064;1;1;10640101;1;2;7,15;7,45;30;13;1;1;42;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337126;337030;325,1058992
1064;1;2;10640102;2;12;16;16,05;5;7;1;3;42;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337030;199006;325,1058992
1064;1;3;10640103;12;1;16,3;16,5;20;13;1;3;42;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;199006;337126;325,1058992
1064;1;4;10640104;1;12;17,3;17,45;15;0;1;3;42;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;8;337126;337226;325,1058992
1064;1;5;10640105;12;1;18,15;18,25;10;0;1;3;42;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;8;337226;337126;325,1058992
1064;1;6;10640106;1;6;19;19,05;5;0;1;1;42;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;1;337126;337126;325,1058992
1064;1;7;10640107;6;1;19,3;19,35;5;0;1;1;42;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;1;337126;337126;325,1058992
1064;2;1;10640201;1;5;11,55;12;5;2;1;3;42;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337126;337326;325,1058992
1064;2;2;10640202;5;1;13;13,05;5;2;1;3;42;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337326;337126;325,1058992
1064;2;3;10640203;1;15;16,4;16,45;5;0;1;2;42;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;4;337126;337126;325,1058992
1064;2;4;10640204;15;1;17,55;18;5;0;1;2;42;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;4;337126;337126;325,1058992
1064;2;5;10640205;1;15;18,25;18,55;30;13;1;3;42;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337126;337336;325,1058992
1064;2;6;10640206;15;1;21,3;21,55;25;13;1;3;42;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337336;337126;325,1058992
1064;2;7;10640207;1;13;23,3;23,45;15;0;1;3;42;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;8;337126;337227;325,1058992
1065;1;1;10650101;1;2;8;8,15;15;13;1;1;45;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337126;337030;340,2009782
1065;1;2;10650102;2;15;18;18,15;15;7;1;2;45;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337030;337126;340,2009782
1065;1;3;10650103;15;1;19,3;19,4;10;0;1;2;45;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;6;337126;337126;340,2009782
1065;1;4;10650104;1;13;20;20,3;30;13;2;5;45;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337126;337191;340,2009782
1065;1;5;10650105;13;1;24,45;25,05;20;7;1;5;45;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337191;337126;340,2009782
1065;2;1;10650201;1;5;7,3;7,45;15;13;1;1;45;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337126;337227;340,2009782
1065;2;2;10650202;5;1;17;17,15;15;13;1;1;45;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337227;337126;340,2009782
1065;2;3;10650203;1;13;20;20,3;30;13;2;5;45;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337126;337191;340,2009782
1065;2;4;10650204;13;1;24,45;25,05;20;7;1;5;45;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337191;337126;340,2009782
1066;1;1;10660101;1;2;8,15;8,2;5;2;1;3;27;B+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337426;337126;303,4951555
1066;1;2;10660102;2;1;17,3;17,4;10;2;1;3;27;B+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337126;337426;303,4951555
1067;1;1;10670101;1;2;7,45;8;15;10;1;1;37;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337190;337426;521,8678513
1067;1;2;10670102;2;1;20;20,2;20;10;1;1;37;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337426;337190;521,8678513
1067;2;1;10670201;1;2;8,3;8,4;10;10;1;1;37;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337190;337128;521,8678513
1067;2;2;10670202;2;5;13,3;13,4;10;10;1;1;37;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337128;337190;521,8678513
1067;2;3;10670203;5;1;17,3;17,35;5;10;1;1;37;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337190;337190;521,8678513
1067;3;1;10670301;1;5;12,55;13;5;0;1;5;37;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;1;337190;337190;521,8678513
1067;3;2;10670302;5;1;17,05;17,1;5;0;1;1;37;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;1;337190;337190;521,8678513
1067;4;1;10670401;1;5;12,55;13;5;0;1;1;37;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;1;337190;337190;521,8678513
1067;4;2;10670402;5;1;17,05;17,1;5;0;1;1;37;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;1;337190;337190;521,8678513
1067;5;1;10670501;1;5;12,55;13;5;0;1;5;37;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;1;337190;337190;521,8678513
1067;5;2;10670502;5;1;17,05;17,1;5;0;1;5;37;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;1;337190;337190;521,8678513
1068;1;1;10680101;1;3;7;7,3;30;8;1;5;47;M+;Sauce, San Jacinto, Tala,  Santoral  y Otras; ;306005;109048;69,244841
1068;1;2;10680102;3;2;14;15,4;100;8;1;4;47;M+;Sauce, San Jacinto, Tala,  Santoral  y Otras; ;109048;303010;69,244841
1068;1;3;10680103;2;2;16;17,3;90;8;1;3;47;M+;Sauce, San Jacinto, Tala,  Santoral  y Otras; ;303010;199266;69,244841
1068;1;4;10680104;2;1;18,2;19,5;90;8;1;1;47;M+;Sauce, San Jacinto, Tala,  Santoral  y Otras; ;199266;306005;69,244841
1068;2;1;10680201;1;6;17,3;17,35;5;0;1;2;47;M+;Sauce, San Jacinto, Tala,  Santoral  y Otras;4;306005;306003;69,244841
1068;2;2;10680202;6;1;18,1;18,18;8;0;1;2;47;M+;Sauce, San Jacinto, Tala,  Santoral  y Otras;4;306003;306005;69,244841
1069;2;1;10690201;1;8;6;7,1;70;13;2;3;26;B+;Toledo, Suarez y Otras; ;306010;110005;68,73552913
1069;2;2;10690202;8;1;13;14,1;70;13;2;3;26;B+;Toledo, Suarez y Otras; ;110005;306010;68,73552913
1071;1;1;10710101;1;2;5,15;5,5;35;7;1;1;33;M-;Toledo, Suarez y Otras; ;306010;199007;76,95132084
1071;1;2;10710102;2;1;14;14,3;30;7;1;1;33;M-;Toledo, Suarez y Otras; ;199007;306010;76,95132084
1072;2;1;10720201;1;11;12,5;13,05;15;1;1;1;10;B-;Toledo, Suarez y Otras;11;306013;306014;107,0729167
1072;2;2;10720202;11;1;13,1;13,3;20;1;1;1;10;B-;Toledo, Suarez y Otras;11;306014;306013;107,0729167
1072;2;3;10720203;1;11;16,25;16,35;10;1;1;1;10;B-;Toledo, Suarez y Otras;11;306013;306014;107,0729167
1072;2;4;10720204;11;1;16,45;17;15;1;1;1;10;B-;Toledo, Suarez y Otras;11;306014;306013;107,0729167
1072;3;1;10720301;1;5;12,5;13,05;15;1;1;1;10;B-;Toledo, Suarez y Otras;11;306013;306014;107,0729167
1072;3;2;10720302;5;1;16,45;17;15;1;1;1;10;B-;Toledo, Suarez y Otras;11;306014;306013;107,0729167
1073;1;1;10730101;1;2;5;5,55;55;13;1;1;44;M+;Toledo, Suarez y Otras; ;306013;306002;71,8922515
1073;1;2;10730102;2;1;15;16;60;13;1;1;44;M+;Toledo, Suarez y Otras; ;306002;306013;71,8922515
1073;2;1;10730201;1;5;10,4;11,5;70;13;1;1;44;M+;Toledo, Suarez y Otras; ;306013;105201;71,8922515
1073;2;2;10730202;5;1;13,4;14,55;75;13;2;1;44;M+;Toledo, Suarez y Otras;6;105201;306013;71,8922515
1073;3;1;10730301;1;2;9;10;60;13;2;1;44;M+;Toledo, Suarez y Otras;6;306013;107203;71,8922515
1073;3;2;10730302;2;1;19,3;20,3;60;13;2;1;44;M+;Toledo, Suarez y Otras;7;107203;306013;71,8922515
1073;4;1;10730401;1;5;6,5;7,2;30;13;1;1;44;M+;Toledo, Suarez y Otras; ;306013;306006;71,8922515
1073;4;2;10730402;5;1;12,25;13;35;13;1;1;44;M+;Toledo, Suarez y Otras; ;306006;306013;71,8922515
1074;1;1;10740101;1;6;19;19,05;5;10;1;1;35;M-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337426;337126;325,1058992
1074;1;2;10740102;6;1;19,3;19,4;10;10;1;1;35;M-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337126;337426;325,1058992
1074;2;1;10740201;1;12;10;12;120;13;3;3;35;M-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;15;337426;317445;325,1058992
1074;2;2;10740202;12;1;14;16;120;13;3;3;35;M-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;14;317445;337426;325,1058992
1074;2;3;10740203;1;13;17;17,05;5;10;1;3;35;M-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337426;337126;325,1058992
1074;2;4;10740204;13;1;20;20,05;5;2;1;3;35;M-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337126;337426;325,1058992
1076;1;1;10760101;1;12;7;7,3;30;8;1;3;63;A+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337238;317176;337,2987977
1076;1;2;10760102;12;1;7,3;8;30;8;1;3;63;A+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;317176;337238;337,2987977
1076;1;3;10760103;1;12;15,3;16;30;8;1;3;63;A+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337238;317176;337,2987977
1076;2;1;10760201;1;2;7;7,3;30;8;1;1;63;A+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337238;317176;337,2987977
1076;2;2;10760202;2;1;16,1;16,4;30;8;1;1;63;A+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;317176;337238;337,2987977
1077;2;1;10770201;1;2;6,3;8,3;120;13;2;1;34;M-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;12;337243;118320;296,7074679
1077;2;2;10770202;2;1;15;17;120;13;2;1;34;M-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;12;118320;337243;296,7074679
1078;1;1;10780101;1;11;12,5;13;10;8;1;1;42;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337238;337138;464,9730185
1078;1;2;10780102;11;1;13,05;13,15;10;8;1;1;42;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337138;337238;464,9730185
1078;1;3;10780103;1;11;16,45;16,55;10;8;1;1;42;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337238;337138;464,9730185
1078;1;4;10780104;11;1;17,1;17,2;10;8;1;1;42;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337138;337238;464,9730185
1078;2;1;10780201;1;2;13,5;13,55;5;0;1;1;42;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;2;337238;337238;464,9730185
1078;2;2;10780202;2;1;22,3;22,35;5;0;1;1;42;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;2;337238;337238;464,9730185
1078;3;1;10780301;1;5;12,5;13;10;7;1;1;42;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337238;337138;464,9730185
1078;3;2;10780302;5;1;17,1;17,2;10;7;1;1;42;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337138;337238;464,9730185
1079;1;1;10790101;1;2;10;10,15;15;10;1;1;31;M-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337184;337228;325,517129
1079;1;2;10790102;2;1;18,15;18,3;15;10;1;1;31;M-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337228;337184;325,517129
1081;1;1;10810101;1;3;8;8,1;10;2;1;3;38;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337240;337240;474,4332293
1081;1;2;10810102;3;1;12;12,1;10;2;1;3;38;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337240;337240;474,4332293
1081;1;3;10810103;1;3;14;14,1;10;2;1;3;38;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337240;337240;474,4332293
1081;1;4;10810104;3;1;18;18,1;10;2;1;3;38;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337240;337240;474,4332293
1081;2;1;10810201;1;2;8;8,2;20;2;1;1;38;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337240;337329;474,4332293
1081;2;2;10810202;2;1;15;15,2;20;2;1;1;38;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337329;337240;474,4332293
1081;3;1;10810301;1;5;7;7,15;15;0;1;1;38;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;8;337240;337290;474,4332293
1081;3;2;10810302;5;1;13,3;13,5;20;0;1;5;38;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;8;337290;337240;474,4332293
1084;1;1;10840101;1;3;11;12;60;8;1;2;60;A+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337238;119003;337,2987977
1084;1;2;10840102;3;1;14,3;15,3;60;8;1;2;60;A+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;119003;337238;337,2987977
1084;2;1;10840201;1;3;10,3;11,3;60;10;1;1;60;A+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337238;102003;337,2987977
1084;2;2;10840202;3;1;14;15;60;10;1;1;60;A+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;102003;337238;337,2987977
1085;1;1;10850101;2;1;6,1;6,3;20;13;1;1;34;M-;Pando; ;327013;316122;151,1619612
1086;1;1;10860101;1;11;7,4;8;20;8;1;1;55;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337243;337286;390,8685507
1086;1;2;10860102;11;1;8;8,1;10;8;1;1;55;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337286;337243;390,8685507
1086;1;3;10860103;1;2;8,1;9,1;60;8;1;1;55;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337243;103003;390,8685507
1086;1;4;10860104;2;1;19;19,5;50;8;1;1;55;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;103003;337243;390,8685507
1086;1;5;10860105;1;12;26,5;27;10;8;1;5;55;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337243;337137;390,8685507
1086;1;6;10860106;12;1;27;27,1;10;8;1;5;55;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337137;337243;390,8685507
1086;2;1;10860201;1;2;8,1;9;50;7;1;1;55;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337243;101105;390,8685507
1086;2;2;10860202;2;1;18,3;20;90;13;1;1;55;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;101105;337243;390,8685507
1086;3;1;10860301;1;5;7,4;7,5;10;7;1;1;55;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337243;337286;390,8685507
1086;3;2;10860302;5;1;13;13,3;30;13;1;1;55;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337286;337243;390,8685507
1086;3;3;10860303;1;15;17;17,3;30;13;1;5;55;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337243;337137;390,8685507
1086;3;4;10860304;15;1;27;24,1;10;7;1;5;55;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337137;337243;390,8685507
1086;4;1;10860401;1;5;7,4;8;20;7;1;1;55;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337243;337286;390,8685507
1086;4;2;10860402;5;1;17;17,1;10;7;1;1;55;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337286;337243;390,8685507
1087;1;1;10870101;16;2;9,3;9,35;5;0;1;2;56;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;2;115205;118127;325,9288791
1087;1;2;10870102;2;1;18;18,05;5;0;1;2;56;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;2;118127;115205;325,9288791
1087;1;3;10870103;1;15;21,3;21,55;25;7;1;5;56;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;115205;118224;325,9288791
1087;2;1;10870201;16;7;10;10,1;10;8;1;4;56;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;115205;106304;325,9288791
1087;2;2;10870202;7;7;10,3;10,5;20;8;1;4;56;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;106304;123003;325,9288791
1087;2;3;10870203;7;13;11,2;11,3;10;8;1;2;56;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;123003;118127;325,9288791
