NFORM;C1;C2;C3;C4;C5;D1A;D1B;D1C;D1D;D1E;D1ECAN;D1F;D1FCAN;D1G;D1GCAN;D2AT;D2AP;D2BT;D2BP;D2CT;D2CP;D2DT;D2DP;D2ET;D2EP;D2FT;D2FP;D3;D4;D5;d5a;D7;D10;G2;G3A;G3B;G4A;G4B;G5A;G5B;G6A;G6B;G6C;G7A;G7N;G7B;G7O;G7C;G7P;G7D;G7Q;G7E;G7R;G7F;G7S;G7G;G7T;G7H;G7U;G7I;G7V;G7J;G7W;G7K;G7X;G7L;G7Y;G7M;G7Z;G8A_X;G8B_X;G9A_X;G9B_X;G10A_X;G10B_X;G10C_X;G11;G12A_X;G12B_X;INSE;INSE_RecF;EstratoGeografico;wcal0;codseghogar;codloc;codseg
3100;1;2;1;1;1;2;2;2;1;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;4;1;1;4;1;2;3; ;494; ;1;4;10;4; ;4; ;3; ;2; ;3; ;3; ;3; ;3; ;3; ;1; ;2; ;3; ;3; ;6;3;6;3;3;4;8;4;1;99;17;B-;Montevideo Medio Alto;567,4141508;110333;1020;110333
3101;2;1;2;1;1;2;1;1;1;2; ;2; ;1;1;1;1; ; ; ; ; ; ; ; ; ; ;2; ;4;4;1;2;4;1;2;2; ;180; ;1;9;3;1; ;1; ;3; ;3; ;3; ;2; ;3; ;4; ;4; ;2; ;3; ;5; ;2; ;4;99;4;1;1;4;10;4;1;10;45;M+;Montevideo Medio;787,5264241;117319;1020;117319
3102;2;1;2;1;1;2;2;2;1;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;1;2;1;1;2;3; ;174; ;2;8;6;3; ;2; ;3; ;4; ;4; ;2; ;2; ;4; ;2; ;2; ;4; ;4; ;2; ;11; ;11; ;11;99; ;4;1;99;33;M-;Montevideo Medio;520,0652188;117319;1020;117319
3103;2;1;2;1;1;2;2;1;1;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;1;1;1;1;2;2; ;192; ;6;5;12;4; ;4; ;4; ;4; ;4; ;3; ;2; ;4; ;3; ;2; ;4; ;4; ;2; ;5;99;11;99;4;5;99;4;1;9;39;M;Montevideo Medio;520,0652188;117319;1020;117319
3104;1;2;1;1;1;2;1;2;1;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;3;1;1;4;1;2;1; ;103; ;4;7;12;2; ;2; ;3; ;1; ;1; ;2; ;4; ;2; ;1; ;2; ;4; ;3; ;2; ;12; ;12; ;4;5; ;4;1;25;33;M-;Montevideo Medio Bajo;747,9717951;110006;1020;110006
3105;1;2;2;1;2;2;2;1;1;1;1;2; ;1;1;1;3;9;9; ; ; ; ; ; ; ; ;1;1;2;2;1;1;4;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11;99; ;4;11;99;49;M+;Montevideo Medio Bajo;529,7853932;199021;1020;199021
3106;1;1;1;1;1;2;1;1;1;2; ;1;1;2; ;2;1; ; ; ; ; ; ; ; ; ; ;9;99;5;5;1;3;4;1;2;2; ;103; ;3;6;5;4; ;3; ;4; ;4; ;5; ;4; ;5; ;3; ;4; ;4; ;3; ;4; ;3; ;5;4;4;12;7;99; ;4;1;25;22;B+;Zona II - Cuenca Noreste      NoBajo;121,5229003;199110;1900;199110
3107;1;1;2;1;1;1;1;1;1;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;3;1;1;1;1;2;2; ;103; ;8;7;10;4; ;3; ;4; ;3; ;3; ;4; ;3; ;4; ;4; ;4; ;4; ;4; ;4; ;12;99;11;99;5;99; ;4;1;99;38;M;Zona II - Cuenca Noreste      NoBajo;87,65450146;111059;1020;111059
3108;1;1;2;1;1;2;2;2;1;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;4;1;1;1;1;2;2; ;404; ;2;6;9;4; ;3; ;5; ;4; ;4; ;4; ;3; ;4; ;4; ;4; ;2; ;2; ;2; ;6;1;8;5;6;99; ;4;1;10;25;B+;Zona II - Cuenca Noreste      Bajo;253,6216562;111060;1020;111060
3109;2;1;2;1;1;1;1;1;1;2; ;2; ;1;1;1;1; ; ; ; ; ; ; ; ; ; ;2; ;4;4;1;2;2;1;2;1; ;D8; ;1;2;9;2; ;2; ;2; ;1; ;1; ;3; ;2; ;2; ;4; ;3; ;4; ;4; ;4; ;9;99;9;99;1;2;99;4;22;25;48;M+;Montevideo Medio;754,488144;117319;1020;117319
3110;2;1;2;1;1;2;2;2;1;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;1;2;6;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;20; ; ;4;1;99;33;M-;Montevideo Medio;520,0652188;117319;1020;117319
3111;1;1;1;1;1;2;1;2;1;1;1;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;5;1;1;1;2;316;99999;8;1;4;3;3;3;3;3;3;2;2;3;3;3;3;2;2;3;3;3;3;3;3;4;4;2;2;2;2;4;6;1;4;4;99; ;2;7;10;43;M;Zona II - Cuenca Noreste      Bajo;226,0806776;111060;1020;111060
3112;2;1;2;1;2;2;2;1;1;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;1;1;1;1;2;2; ;404; ;7;2;99;3; ;4; ;4; ;4; ;2; ;4; ;4; ;4; ;2; ;3; ;4; ;3; ;4; ;1;4;1;4;9;99; ;3;1;99;34;M-;Zona II - Cuenca Noreste      NoBajo;89,7731587;111060;1020;111060
3113;1;1;2;1;1;1;2;2;1;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;2;1;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11;99; ;4;1;9;54;A-;Montevideo Medio Bajo;603,6410271;111230;1020;111230
3114;2;1;2;1;2;1;1;1;1;2; ;2; ;1;1;1;1; ; ; ; ; ; ; ; ; ; ;2; ;3;3;1;2;1;1;2;2; ;404; ;1;4;10;2; ;2; ;4; ;2; ;2; ;4; ;4; ;4; ;4; ;4; ;4; ;4; ;4; ;1;8;12;99;1;2;5;4;1;9;51;A-;Zona II - Cuenca Noreste      NoBajo;96,16556626;111263;1020;111263
3115;1;1;2;1;1;2;2;2;2;1;1;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;5;1;2;1; ;316; ;1;2;4;4; ;4; ;3; ;1; ;4; ;4; ;3; ;3; ;4; ;4; ;4; ;3; ;2; ;11;99;6;2;2;4;5;1;7;10;40;M;Zona II - Cuenca Noreste      NoBajo;83,80567324;111060;1020;111060
3119;1;1;2;1;1;2;1;1;1;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;3;1;1;1;1;2;1; ;110; ;9;3;1;3; ;3; ;3; ;2; ;2; ;3; ;3; ;3; ;3; ;3; ;3; ;4; ;3; ;9;1;9;1;5;99; ;4;1;99;32;M-;Montevideo Medio Bajo;795,2084763;111114;1020;111114
3120;1;1;2;1;1;2;1;1;1;2; ;2; ;1;1;1;1;9;9; ; ; ; ; ; ; ; ;1;1;3;3;1;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;99; ;4;1;99;48;M+;Montevideo Medio Bajo;693,5438418;111114;1020;111114
3121;1;1;2;1;1;1;1;1;1;2; ;2; ;1;1;1;1;9;9; ; ; ; ; ; ; ; ;1;4;4;4;1;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;10;99; ;4;10;2;46;M+;Montevideo Medio Bajo;892,5114412;111230;1020;111230
3122;3;1;2;1;1;2;1;1;1;2; ;2; ;1;2;1;1;1;1;9;9; ; ; ; ; ; ;1;2;3;3;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;10;99; ;4;1;99;61;A+;Montevideo Medio Alto;573,3202109;110225;1020;110225
3123;3;1;2;1;1;1;1;1;1;2; ;2; ;1;1;1;1;9;9; ; ; ; ; ; ; ; ;2; ;4;4;2;2;1;1;2;1; ;143; ;2;3;8;4; ;3; ;4; ;3; ;3; ;3; ;2; ;3; ;3; ;4; ;4; ;4; ;4; ;1;4;1;4;3;4;6;4;1;10;57;A-;Montevideo Medio Alto;642,6596704;124119;1020;124119
3124;3;1;2;1;2;2;1;1;1;1;1;2; ;1;1;1;1;9;9; ; ; ; ; ; ; ; ;1;1;3;3;2;2;2;1;2;2; ;526; ;2;1;4;2; ;2; ;3; ;2; ;3; ;3; ;2; ;2; ;3; ;4; ;4; ;4; ;4; ;1;4;1;4;2;4;99;4;11;10;59;A-;Montevideo Alto;525,9411703;110041;1020;110041
3125;1;1;2;1;1;2;1;1;1;1;1;2; ;1;1;1;1;9;9; ; ; ; ; ; ; ; ;2; ;3;3;1;2;4;1;2;2; ;141; ;1;2;4;3; ;2; ;3; ;2; ;2; ;3; ;1; ;2; ;2; ;2; ;4; ;2; ;1; ;6;4;4;3;1;4;5;3;3;7;54;A-;Montevideo Medio Alto;548,5744046;110225;1020;110225
3128;3;1;2;1;1;1;1;1;1;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;1;1;1;1;2;1; ;495; ;2;1;4;2; ;2; ;4; ;2; ;1; ;3; ;2; ;2; ;2; ;2; ;3; ;3; ;2; ;1;9;1;9;1;5;6;4;1;9;52;A-;Montevideo Medio Alto;487,8415599;124219;1020;124219
3129;3;1;2;1;1;2;2;2;1;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;1;2;1;1;2;3; ;494; ;2;4;10;4; ;4; ;4; ;4; ;4; ;3; ;3; ;3; ;3; ;3; ;4; ;4; ;3; ;2;6;3;6;4;11;99;4;1;9;48;M+;Montevideo Medio Alto;424,3983844;110225;1020;110225
3130;3;1;2;1;1;2;2;1;1;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;1;2;1;1;2;1; ;494; ;1;2;4;4; ;4; ;3; ;2; ;3; ;2; ;3; ;3; ;4; ;4; ;4; ;3; ;2; ;6;2;2;3;3;5;9;4;1;9;48;M+;Montevideo Medio Alto;424,3983844;124119;1020;124119
3131;1;1;2;1;2;2;1;1;1;2; ;2; ;1;1;1;1;9;9; ; ; ; ; ; ; ; ;1;1;3;3;1;2;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;6;8;4;1;9;57;A-;Montevideo Medio Alto;414,382532;110125;1020;110125
3132;1;1;2;1;2;1;1;1;1;2; ;2; ;1;1;1;1;9;9; ; ; ; ; ; ; ; ;1;1;2;2;1;1;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11;99; ;4;1;99;60;A+;Montevideo Medio Alto;424,3983844;124119;1020;124119
3133;1;1;2;1;2;1;1;1;1;2; ;2; ;1;1;1;1;9;9; ; ; ; ; ; ; ; ;2; ;3;3;1;2;1;1;2;2; ;140; ;1;2;4;3; ;3; ;4; ;2; ;1; ;2; ;2; ;2; ;2; ;4; ;4; ;2; ;4; ;4;6;4;7;2;4;5;4;1;10;60;A+;Montevideo Medio Alto;500,0232185;124119;1020;124119
3139;3;1;2;1;2;2;1;1;1;2; ;2; ;1;1;1;1;9;9; ; ; ; ; ; ; ; ;1;1;1;1;1;1;2;1;2;2; ;494; ;1;2;5;4; ;4; ;4; ;4; ;4; ;4; ;2; ;3; ;2; ;2; ;4; ;4; ;4; ;4;6;4;6;11;99; ;4;1;9;60;A+;Montevideo Medio Alto;434,6563255;110225;1020;110225
3142;4;2;2;1;1;2;1;1;1;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;1;2;1;1;2;1; ;494; ;1;2;4;1; ;1; ;3; ;1; ;1; ;1; ;2; ;2; ;1; ;2; ;3; ;3; ;1; ;6;4;6;3;1;4;7;4;1;3;50;M+;Montevideo Medio Alto;512,1090531;110225;1020;110225
3144;3;1;2;1;1;1;1;1;1;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;1;2;2; ;494; ;1;7;5;4; ;4; ;3; ;3; ;3; ;4; ;4; ;4; ;4; ;4; ;4; ;4; ;4; ;6;3;6;3;11;99; ;4;1;99;56;A-;Montevideo Medio Alto;434,6563255;110225;1020;110225
3145;3;1;2;1;1;1;1;1;1;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;3;2;1;1;1;2;1; ;494; ;1;2;6;2; ;2; ;4; ;3; ;2; ;4; ;2; ;1; ;2; ;4; ;4; ;4; ;3; ;4;3;4;1;1;5;6;4;1;10;49;M+;Montevideo Medio Alto;573,3202109;110225;1020;110225
3147;4;2;2;1;1;2;2;2;2;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;1;2;1;1;2;2; ;141; ;1;2;6;3; ;3; ;4; ;4; ;3; ;3; ;1; ;1; ;1; ;1; ;4; ;3; ;1; ;6;3;6;3;1;5;99;4;9;1;32;M-;Montevideo Medio Alto;424,3983844;110225;1020;110225
3150;1;1;2;1;2;1;1;1;1;1;1;2; ;1;2;1;1;1;1;9;9; ; ; ; ; ; ;1;3;2;2;1;1;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;10;99; ;4;9;10;61;A+;Montevideo Alto;389,3262068;110234;1020;110234
3151;1;1;2;1;1;1;2;2;1;1;1;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;2;1;1;1;1;3;3; ;714;1;4;7;2;4;2;5;3;3;9;1;4;4;4;4;3;3;4;4;4;4;5;5;5;5;5;5;4;4;2;99;12;99;13;99; ;4;9;99;55;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;393,5969452;337486;3828;337486
3152;1;1;2;1;2;2;1;1;1;1;2;2; ;1;1;1;1;9;9; ; ; ; ; ; ; ; ;1;1;4;4;1;2;2;1;1;3;3;116;214;3;7;8;4;4;4;4;2;1;3;2;9;2;2;4;1;1;5;2;2;1;4;4;1;3;5;4;2;2;1;99;1;99;4;5;6;4;17;99;53;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;556,1296548;337486;3828;337486
3153;1;1;2;1;2;1;1;1;1;1;1;2; ;1;1;1;1;9;9; ; ; ; ; ; ; ; ;1;3;3;3;1;1;2;2;1; ;3; ;714;1;2;3; ;4; ;4; ;1; ;1; ;1; ;2; ;2; ;3; ;1; ;1; ;3; ;3; ;1;1;99;1;99;1;5;6;3;7;3;50;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;348,6959743;337184;3953;337184
3154;1;1;1;1;1;2;2;1;1;1;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;4;1;1;1;2;1; ;1; ;214;1;2;99; ;4; ;4; ;4; ;4; ;4; ;4; ;4; ;4; ;4; ;4; ;4; ;4; ;3;1;99;1;99;11;99; ;2;99; ;27;B+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;373,5252977;337184;3953;337184
3155;1;2;1;1;1;1;1;1;1;1;2;2; ;1;2;1;1;1;1;9;9; ; ; ; ; ; ;1;2;2;2;1;1;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;10;99; ;4;3;99;52;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;462,5622378;337483;3953;337483
3156;1;1;2;1;4;1;1;1;1;1;4;2; ;1;2;1;1;1;1;9;9; ; ; ; ; ; ;1;2;3;3;1;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;99; ;4;6;99;65;A+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;496,1263102;337486;3828;337486
3157;1;1;2;1;2;1;1;1;1;1;3;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;3;1;1;1;2;1; ;2; ;99999;1;2;3; ;3; ;2; ;3; ;2; ;2; ;5; ;2; ;3; ;3; ;3; ;3; ;3; ;2;1;6;1;6;1;5;9;1;3;7;45;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;541,8956713;337483;3953;337483
3158;1;1;1;1;1;2;2;2;1;2; ;1;1;2; ;2;1;9;9; ; ; ; ; ; ; ; ;1;1;2;2;1;1;3;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;7;99;4;1;99;36;M-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;325,9288791;337184;3953;337184
3159;1;2;2;1;1;2;1;2;1;1;1;2; ;1;1;1;1;9;9; ; ; ; ; ; ; ; ;1;1;3;3;2;1;1;2;1; ;1; ;214;8;3;1; ;3; ;4; ;2; ;1; ;4; ;3; ;3; ;1; ;2; ;3; ;9; ;4; ;1;1;99;1;99;2;3;25;4;3;99;49;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;349,1370435;337184;3953;337184
3160;1;2;2;1;1;2;1;1;1;2; ;2; ;1;1;1;1;9;9; ; ; ; ; ; ; ; ;1;1;3;3;1;1;1;1;1;1;1;151;214;3;4;10;3;3;3;3;2;2;3;3;3;3;9;9;2;2;3;3;2;2;2;2;3;3;4;4;2;2;1;6;1;6;1;6;99;4;1;25;30;M-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;518,5062197;337486;3828;337486
3162;1;1;2;1;1;1;1;1;1;1;2;2; ;1;2;1;1;1;1; ; ; ; ; ; ; ; ;1;2;3;3;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;3;6;4;11;99;62;A+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;415,3296669;337238;3831;337238
3163;1;1;2;1;2;1;1;1;1;1;2;1;1;1;1;2;1;1;1; ; ; ; ; ; ; ; ;1;1;5;5;1;2;1;2;1; ;1; ;710;3;6;8; ;2; ;4; ;2; ;2; ;3; ;3; ;3; ;3; ;2; ;4; ;4; ;4; ;2;1; ;1; ;4;5;6;3;11; ;48;M+;La Floresta, Atlántida y Otras;154,7201821;317094;3900;317094
3164;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;2;1; ; ; ; ; ; ; ; ;1;1;2;2;1;1;3;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;6;99;4;11;99;35;M-;La Floresta, Atlántida y Otras;63,47282753;317094;3900;317094
3165;1;1;1;1;1;2;2;2;1;1;1;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;1;2;5;2;1; ;3; ;C4;1;2;4; ;2; ;3; ;2; ;2; ;3; ;4; ;4; ;4; ;2; ;2; ;3; ;4; ;2;3;6;2;6;2;5;7;1;14;25;34;M-;La Floresta, Atlántida y Otras;52,66815565;317094;3900;317094
3167;1;1;2;1;1;1;2;2;1;2; ;1;1;1;1;1;1;2;1; ; ; ; ; ; ; ; ;1;2;2;2;1;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;4;99;4;1;99;40;M;La Floresta, Atlántida y Otras;63,55311497;317094;3900;317094
3168;1;2;1;1;1;2;2;2;1;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;4;1;1;1;2;1; ;2; ;99999;2;4;1; ;2; ;2; ;2; ;2; ;4; ;4; ;4; ;4; ;2; ;4; ;3; ;3; ;4;6;99;6;99;1;5;99;4;1;99;23;B+;La Floresta, Atlántida y Otras;79,75454382;317023;3622;317023
3169;1;2;1;1;1;2;1;1;1;1;3;1;2;2; ;2;1;2;1; ; ; ; ; ; ; ; ; ; ;5;5;1;1;3;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;5;6;4;11;99;18;B-;La Floresta, Atlántida y Otras;170,8671273;317094;3900;317094
3170;1;2;1;1;1;2;2;2;1;1;1;1;1;2; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ;3;3;1;2;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;3;5;1;14; ;27;B+;La Floresta, Atlántida y Otras;61,97486124;317094;3900;317094
3171;1;1;1;1;1;2;2;2;1;2; ;1;1;2; ;2;1; ; ; ; ; ; ; ; ; ; ;9;99;3;3;1;1;3;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11;99; ;4;1;99;29;B+;Pando;160,2823008;316108;3521;316108
3172;1;1;2;1;1;1;1;1;1;1;1;1;2;1;1;2;1;2;1;1;1; ; ; ; ; ; ;1;1;5;5;1;2;3;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;5;4;23; ;31;M-;La Floresta, Atlántida y Otras;109,9325214;317077;3900;317077
3173;1;1;1;1;1;2;2;2;2;1;1;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;9;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ; ;3;9; ;27;B+;La Floresta, Atlántida y Otras;71,92156504;317170;3627;317170
3174;1;2;2;1;1;2;2;2;1;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;1;1;1;2;1; ;3; ;751;4;2;8; ;3; ;3; ;3; ;1; ;1; ;3; ;3; ;3; ;1; ;3; ;4; ;2; ;2;12;99;6;99;13;99; ;4;1;99;27;B+;Toledo, Suarez y Otras;78,46582568;316012;3530;316012
3175;1;2;2;1;1;2;1;1;1;1;1;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;1;1;1;1;1;1;1;145;751;1;2;3;3;2;3;2;3;2;2;2;2;2;3;3;3;3;3;3;1;2;3;2;5;2;5;3;5;2;1;7;5;7;13; ; ;4;1; ;42;M;Toledo, Suarez y Otras;78,46582568;316119;3900;316119
3178;1;2;1;1;1;2;1;1;2;2; ;1;1;2; ;2;1; ; ; ; ; ; ; ; ; ; ;1;3;2;2;1;2;1;2;1; ;1; ;C4;1;8;7; ;2; ;2; ;2; ;1; ;1; ;3; ;4; ;3; ;3; ;3; ;2; ;3; ;2;2;1;6;99;3;4;6;4;1;99;39;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;332,3407727;317144;3959;317144
3180;1;1;1;1;1;2;1;1;1;2; ;1;1;1;1;1;1;2;1; ; ; ; ; ; ; ; ;1;2;2;2;1;2;1;2;1; ;3; ;703;1;5;99; ;5; ;4; ;4; ;3; ;4; ;4; ;4; ;4; ;4; ;4; ;5; ;5; ;4;6;11;6;99;10;99; ;4;12;25;50;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;302,9271899;337232;3523;337232
3181;1;2;2;1;1;1;1;1;2;2; ;2; ;1;1;1;1; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;1;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;6; ;4;1; ;51;A-;La Floresta, Atlántida y Otras;79,6845522;317266;3627;317266
3182;1;1;2;1;1;1;2;1;1;1;1;1;1;1;1;1;1;2;1; ; ; ; ; ; ; ; ;1;1;5;5;1;1;1;2;1; ;1; ;710;1;4;3; ;2; ;4; ;2; ;1; ;3; ;3; ;4; ;4; ;2; ;4; ;4; ;4; ;1;1; ;1; ;1;5;6;4;1; ;33;M-;La Floresta, Atlántida y Otras;112,3816161;317168;3627;317168
3183;1;1;2;1;1;2;1;1;1;2; ;1;3;2; ;2;1;2;1;2;1; ; ; ; ; ; ;1;2;2;2;1;1;3;2;1; ;3; ;751;1;8;3; ;4; ;3; ;3; ;3; ;3; ;3; ;3; ;2; ;2; ;3; ;4; ;3; ;3;1; ;1; ;11; ; ;4;1; ;45;M+;Toledo, Suarez y Otras;74,98421359;316119;3900;316119
3184;1;1;2;1;1;2;2;2;1;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;2;1; ;1; ;C3;3;4;99; ;3; ;3; ;2; ;2; ;2; ;4; ;4; ;4; ;4; ;4; ;4; ;4; ;3;1;11;11;5;13;99; ;4;16;25;45;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;520,2774094;317282;3729;317282
3186;1;1;2;1;2;1;1;1;1;2; ;2; ;1;1;1;1; ; ; ; ; ; ; ; ; ; ;1;1;2;2;1;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;7;9;4;1; ;61;A+;La Floresta, Atlántida y Otras;86,44887475;317169;3627;317169
3188;1;1;2;1;1;1;2;2;2;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;3;1;3;4;2;1; ;2; ;7A;1;2;4; ;2; ;2; ;2; ;2; ;3; ;3; ;3; ;4; ;4; ;3; ;1; ;2; ;3;5;6;5;6;3;5;6;4;1;3;31;M-;Pando;158,1041693;316207;3521;316207
3189;1;1;1;1;1;1;1;1;1;2; ;2; ;1;1;1;1;9;9; ; ; ; ; ; ; ; ;1;2;2;2;1;2;5;2;1; ;1; ;751;12;99; ; ;3; ;1; ;3; ;1; ;1; ;4; ;4; ;3; ;2; ;3; ;3; ;1; ;1;12;99;12;99;1;2;3;1;14;99;47;M+;Toledo, Suarez y Otras;103,1032937;316114;3530;316114
3190;1;2;2;1;1;2;1;1;1;1;1;1;1;2; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ;2;2;1;2;1;2;1; ;1; ;754;4;3;2; ;3; ;3; ;4; ;1; ;3; ;4; ;3; ;3; ;3; ;4; ;4; ;4; ;1;1; ;1; ;1;5;6;4;11; ;46;M+;La Floresta, Atlántida y Otras;69,28111384;317168;3627;317168
