NFORM;nnper;nvj;netp;IDPERVE;BL;EB0P1;EB0P2;EB1P1;EB1P2;EB1P3;EB1P4;EB1P5;EB1P6;EB1P7;EB2P1;EB6P1;EB3P1;EB4P1;EB4P2;EB4P3;EB5BP1L;EB5BP4;EB5P5;INSE;INSE_RecF;EstratoGeografico;wcal0;codsegparadasube;codsegparadabaja
1033;1;1;1;1033010101;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;49;M+;Montevideo Medio;484,8265598; ; 
1033;1;2;1;1033010201;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;49;M+;Montevideo Medio;484,8265598; ; 
1033;1;3;1;1033010301;2; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;49;M+;Montevideo Medio;484,8265598; ; 
1033;1;4;1;1033010401;2; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;49;M+;Montevideo Medio;484,8265598; ; 
1035;1;1;1;1035010101;51;2;4; ; ; ; ; ; ; ; ; ; ; ; ; ;524;15;1;29;B+;Zona III - Cuenca Cerro Norte NoBajo;119,7925354;116016;106101
1035;1;2;1;1035010201;51;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;524;25;1;29;B+;Zona III - Cuenca Cerro Norte NoBajo;119,7925354;106103;116016
1035;2;1;1;1035020101;51;2;4; ; ; ; ; ; ; ; ; ; ; ; ; ;524;15;1;29;B+;Zona III - Cuenca Cerro Norte NoBajo;119,7925354;116016;106101
1035;2;2;1;1035020201;2; ; ; ; ; ; ; ; ; ;7;1; ; ; ; ; ; ; ;29;B+;Zona III - Cuenca Cerro Norte NoBajo;119,7925354; ; 
1035;2;3;1;1035020301;2; ; ; ; ; ; ; ; ; ;7;1; ; ; ; ; ; ; ;29;B+;Zona III - Cuenca Cerro Norte NoBajo;119,7925354; ; 
1035;2;4;1;1035020401;2; ; ; ; ; ; ; ; ; ;7;1; ; ; ; ; ; ; ;29;B+;Zona III - Cuenca Cerro Norte NoBajo;119,7925354; ; 
1035;2;5;1;1035020501;2; ; ; ; ; ; ; ; ; ;7;1; ; ; ; ; ; ; ;29;B+;Zona III - Cuenca Cerro Norte NoBajo;119,7925354; ; 
1035;2;6;1;1035020601;51;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;524;25;1;29;B+;Zona III - Cuenca Cerro Norte NoBajo;119,7925354;106103;116016
1035;3;1;1;1035030101;51;2;0; ; ; ; ; ; ; ; ; ; ; ; ; ;524;15;10;29;B+;Zona III - Cuenca Cerro Norte NoBajo;119,7925354;116016;114006
1035;3;1;2;1035030102;2; ; ; ; ; ; ; ; ; ;5;4; ; ; ; ; ; ; ;29;B+;Zona III - Cuenca Cerro Norte NoBajo;119,7925354; ; 
1035;3;2;1;1035030201;2; ; ; ; ; ; ; ; ; ;5;4; ; ; ; ; ; ; ;29;B+;Zona III - Cuenca Cerro Norte NoBajo;119,7925354; ; 
1035;3;2;2;1035030202;51;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ;427;20;10;29;B+;Zona III - Cuenca Cerro Norte NoBajo;119,7925354;114006;104203
1035;3;3;1;1035030301;51;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;524;25;10;29;B+;Zona III - Cuenca Cerro Norte NoBajo;119,7925354;106103;116016
1035;4;1;1;1035040101;51;2;4; ; ; ; ; ; ; ; ; ; ; ; ; ;524;15;10;29;B+;Zona III - Cuenca Cerro Norte NoBajo;119,7925354;116016;106101
1035;4;2;1;1035040201;2; ; ; ; ; ; ; ; ; ;7;9; ; ; ; ; ; ; ;29;B+;Zona III - Cuenca Cerro Norte NoBajo;119,7925354; ; 
1035;4;3;1;1035040301;2; ; ; ; ; ; ; ; ; ;7;9; ; ; ; ; ; ; ;29;B+;Zona III - Cuenca Cerro Norte NoBajo;119,7925354; ; 
1035;4;4;1;1035040401;51;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;524;25;10;29;B+;Zona III - Cuenca Cerro Norte NoBajo;119,7925354;106103;116016
1036;2;1;1;1036020101;13;0;0;2;2; ; ;2; ;1; ; ; ; ; ; ; ; ; ;11;B-;Zona III - Cuenca Cerro Norte Bajo;136,8806657; ; 
1036;2;2;1;1036020201;13;0;0;5;2; ; ;2; ;1; ; ; ; ; ; ; ; ; ;11;B-;Zona III - Cuenca Cerro Norte Bajo;136,8806657; ; 
1036;3;1;1;1036030101;2; ; ; ; ; ; ; ; ; ;6;9; ; ; ; ; ; ; ;11;B-;Zona III - Cuenca Cerro Norte Bajo;136,8806657; ; 
1036;3;1;2;1036030102;51;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ;127;20;3;11;B-;Zona III - Cuenca Cerro Norte Bajo;136,8806657;120023;114112
1036;3;1;3;1036030103;51;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ;522;10;3;11;B-;Zona III - Cuenca Cerro Norte Bajo;136,8806657;114112;118111
1036;3;2;1;1036030201;51;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ;522;10;3;11;B-;Zona III - Cuenca Cerro Norte Bajo;136,8806657;118111;114112
1036;3;2;2;1036030202;51;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ;127;20;3;11;B-;Zona III - Cuenca Cerro Norte Bajo;136,8806657;114112;120023
1037;1;1;1;1037010101;2; ; ; ; ; ; ; ; ; ;20;2; ; ; ; ; ; ; ;32;M-;Zona II - Cuenca Noreste      NoBajo;91,42437081; ; 
1037;1;2;1;1037010201;2; ; ; ; ; ; ; ; ; ;20;2; ; ; ; ; ; ; ;32;M-;Zona II - Cuenca Noreste      NoBajo;91,42437081; ; 
1038;5;1;1;1038050101;51;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ;163;10;15;15;B-;Zona III - Cuenca Cerro Norte NoBajo;92,50383022;113037;113027
1038;5;2;1;1038050201;51;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ;163;10;15;15;B-;Zona III - Cuenca Cerro Norte NoBajo;92,50383022;113027;113037
1039;1;1;1;1039010101;51;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;145;5;1;56;A-;Montevideo Medio Alto;558,7278729;121016;121115
1039;1;2;1;1039010201;51;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;145;5;1;56;A-;Montevideo Medio Alto;558,7278729;121115;121016
1039;2;1;1;1039020101;2; ; ; ; ; ; ; ; ; ;5;6; ; ; ; ; ; ; ;56;A-;Montevideo Medio Alto;558,7278729; ; 
1039;2;2;1;1039020201;2; ; ; ; ; ; ; ; ; ;5;8; ; ; ; ; ; ; ;56;A-;Montevideo Medio Alto;558,7278729; ; 
1040;1;1;1;1040010101;51;0;3; ; ; ; ; ; ; ; ; ; ; ; ; ;505;10;12;10;B-;Zona II - Cuenca Noreste      NoBajo;129,1773333;111092;115104
1040;1;2;1;1040010201;51;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;505;0;12;10;B-;Zona II - Cuenca Noreste      NoBajo;129,1773333;115104;111092
1040;3;1;1;1040030101;51;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ;505;10;1;10;B-;Zona II - Cuenca Noreste      NoBajo;129,1773333;111092;117001
1040;3;2;1;1040030201;51;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ;505;15;1;10;B-;Zona II - Cuenca Noreste      NoBajo;129,1773333;117204;111092
1043;1;1;1;1043010101;51;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ;145;10;4;48;M+;Montevideo Medio;697,2748995;121130;110012
1043;1;1;2;1043010102;51;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ;110;5;4;48;M+;Montevideo Medio;697,2748995;110012;123205
1043;1;2;1;1043010201;51;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ;113;5;4;48;M+;Montevideo Medio;697,2748995;123205;107204
1043;1;3;1;1043010301;51;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ;151;10;4;48;M+;Montevideo Medio;697,2748995;107303;121130
1043;1;4;1;1043010401;2; ; ; ; ; ; ; ; ; ;6;1; ; ; ; ; ; ; ;48;M+;Montevideo Medio;697,2748995; ; 
1043;2;1;1;1043020101;51;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ;145;10;3;48;M+;Montevideo Medio;697,2748995;121130;110012
1043;2;1;2;1043020102;51;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ;110;5;3;48;M+;Montevideo Medio;697,2748995;110012;123205
1043;2;2;1;1043020201;51;0;2; ; ; ; ; ; ; ; ; ; ; ; ; ;113;5;3;48;M+;Montevideo Medio;697,2748995;123205;107204
1043;2;3;1;1043020301;51;3;0; ; ; ; ; ; ; ; ; ; ; ; ; ;582;5;3;48;M+;Montevideo Medio;697,2748995;107303;121130
1043;2;3;2;1043020302;2; ; ; ; ; ; ; ; ; ;5;4; ; ; ; ; ; ; ;48;M+;Montevideo Medio;697,2748995; ; 
1044;2;1;1;1044020101;2; ; ; ; ; ; ; ; ; ;5;7; ; ; ; ; ; ; ;30;M-;Montevideo Bajo;438,6951891; ; 
1044;2;2;1;1044020201;2; ; ; ; ; ; ; ; ; ;5;7; ; ; ; ; ; ; ;30;M-;Montevideo Bajo;438,6951891; ; 
1044;2;3;1;1044020301;2; ; ; ; ; ; ; ; ; ;5;7; ; ; ; ; ; ; ;30;M-;Montevideo Bajo;438,6951891; ; 
1044;2;4;1;1044020401;2; ; ; ; ; ; ; ; ; ;5;7; ; ; ; ; ; ; ;30;M-;Montevideo Bajo;438,6951891; ; 
1044;3;1;1;1044030101;2; ; ; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ; ;30;M-;Montevideo Bajo;438,6951891; ; 
1044;3;2;1;1044030201;2; ; ; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ; ;30;M-;Montevideo Bajo;438,6951891; ; 
1044;3;3;1;1044030301;2; ; ; ; ; ; ; ; ; ;6;3; ; ; ; ; ; ; ;30;M-;Montevideo Bajo;438,6951891; ; 
1044;3;4;1;1044030401;2; ; ; ; ; ; ; ; ; ;6;3; ; ; ; ; ; ; ;30;M-;Montevideo Bajo;438,6951891; ; 
1044;3;5;1;1044030501;2; ; ; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ; ;30;M-;Montevideo Bajo;438,6951891; ; 
1044;3;6;1;1044030601;2; ; ; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ; ;30;M-;Montevideo Bajo;438,6951891; ; 
1044;4;1;1;1044040101;2; ; ; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ; ;30;M-;Montevideo Bajo;438,6951891; ; 
1044;4;2;1;1044040201;2; ; ; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ; ;30;M-;Montevideo Bajo;438,6951891; ; 
1045;1;1;1;1045010101;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;62;A+;Montevideo Medio Alto;522,2473522; ; 
1045;1;2;1;1045010201;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;62;A+;Montevideo Medio Alto;522,2473522; ; 
1046;2;1;1;1046020101;51;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;137;5;1;53;A-;Zona III - Cuenca Cerro Norte Bajo;191,2008522;113236;101104
1046;2;2;1;1046020201;51;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ;137;10;1;53;A-;Zona III - Cuenca Cerro Norte Bajo;191,2008522;101104;113236
1048;1;1;1;1048010101;51;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ;151;10;12;47;M+;Montevideo Medio Bajo;603,6410271;121229;121130
1048;1;1;2;1048010102;51;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ;2;10;12;47;M+;Montevideo Medio Bajo;603,6410271;121130;110113
1048;1;2;1;1048010201;51;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ;2;15;12;47;M+;Montevideo Medio Bajo;603,6410271;110113;121130
1048;1;2;2;1048010202;51;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ;151;10;12;47;M+;Montevideo Medio Bajo;603,6410271;121130;121129
1050;2;1;1;1050020101;3; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ;21;B-;Zona III - Cuenca Cerro Norte Bajo;164,3610816; ; 
1050;2;2;1;1050020201;3; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;21;B-;Zona III - Cuenca Cerro Norte Bajo;164,3610816; ; 
1050;3;1;1;1050030101;2; ; ; ; ; ; ; ; ; ;12;8; ; ; ; ; ; ; ;21;B-;Zona III - Cuenca Cerro Norte Bajo;164,3610816; ; 
1050;3;2;1;1050030201;2; ; ; ; ; ; ; ; ; ;12;8; ; ; ; ; ; ; ;21;B-;Zona III - Cuenca Cerro Norte Bajo;164,3610816; ; 
1052;1;1;1;1052010101;11;0;0;4;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;49;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;337,2987977; ; 
1052;1;2;1;1052010201;11;0;0;4;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;49;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;337,2987977; ; 
1052;1;3;1;1052010301;11;0;0;5;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;49;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;337,2987977; ; 
1052;1;4;1;1052010401;11;0;0;4;2; ; ;2; ;1; ; ; ; ; ; ; ; ; ;49;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;337,2987977; ; 
1052;1;5;1;1052010501;11;0;0;5;2; ; ;2; ;1; ; ; ; ; ; ; ; ; ;49;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;337,2987977; ; 
1052;2;1;1;1052020101;12;0;0;4;2; ; ;2; ;1; ; ; ; ; ; ; ; ; ;49;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;337,2987977; ; 
1052;2;2;1;1052020201;12;0;0;5;2; ; ;2; ;1; ; ; ; ; ; ; ; ; ;49;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;337,2987977; ; 
1053;1;1;1;1053010101;11;0;0;4;2; ; ;2; ;1; ; ; ; ; ; ; ; ; ;47;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;361,3165711; ; 
1053;1;2;1;1053010201;11;0;0;5;2; ; ;2; ;1; ; ; ; ; ; ; ; ; ;47;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;361,3165711; ; 
1053;2;1;1;1053020101;12;0;0;4;2; ; ;2; ;1; ; ; ; ; ; ; ; ; ;47;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;361,3165711; ; 
1053;2;2;1;1053020201;12;0;0;5;2; ; ;2; ;1; ; ; ; ; ; ; ; ; ;47;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;361,3165711; ; 
1053;3;1;1;1053030101;11;0;0;4;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;47;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;361,3165711; ; 
1053;3;2;1;1053030201;11;0;0;5;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;47;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;361,3165711; ; 
1053;3;3;1;1053030301;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;47;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;361,3165711; ; 
1053;3;4;1;1053030401;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;47;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;361,3165711; ; 
1053;3;5;1;1053030501;11;0;0;5;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;47;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;361,3165711; ; 
1054;1;1;1;1054010101;51;2;0; ; ; ; ; ; ; ; ; ; ; ; ; ;221;10;18;49;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;337,2987977;337125;337425
1054;1;2;1;1054010201;2; ; ; ; ; ; ; ; ; ;10;6; ; ; ; ; ; ; ;49;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;337,2987977; ; 
1055;1;1;1;1055010101;11;0;0;2;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;46;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;498,0819909; ; 
1055;1;2;1;1055010201;11;0;0;5;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;46;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;498,0819909; ; 
1055;1;3;1;1055010301;11;0;0;2;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;46;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;498,0819909; ; 
1055;1;4;1;1055010401;11;0;0;2;2; ; ;2; ;1; ; ; ; ; ; ; ; ; ;46;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;498,0819909; ; 
1055;1;5;1;1055010501;11;0;0;2;2; ; ;2; ;1; ; ; ; ; ; ; ; ; ;46;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;498,0819909; ; 
1055;1;6;1;1055010601;11;0;0;5;2; ; ;2; ;1; ; ; ; ; ; ; ; ; ;46;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;498,0819909; ; 
1055;2;1;1;1055020101;11;0;0;6;2; ; ;2; ;2; ; ; ; ; ; ; ; ; ;46;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;498,0819909; ; 
1055;2;2;1;1055020201;11;0;0;2;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;46;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;498,0819909; ; 
1055;2;3;1;1055020301;11;0;0;5;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;46;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;498,0819909; ; 
1055;3;1;1;1055030101;3; ; ; ; ; ; ; ; ; ; ; ;4; ; ; ; ; ; ;46;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;498,0819909; ; 
1055;3;2;1;1055030201;3; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;46;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;498,0819909; ; 
1055;3;3;1;1055030301;3; ; ; ; ; ; ; ; ; ; ; ;4; ; ; ; ; ; ;46;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;498,0819909; ; 
1055;3;4;1;1055030401;3; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;46;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;498,0819909; ; 
1055;4;1;1;1055040101;3; ; ; ; ; ; ; ; ; ; ; ;4; ; ; ; ; ; ;46;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;498,0819909; ; 
1055;4;2;1;1055040201;3; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;46;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;498,0819909; ; 
1055;5;1;1;1055050101;12;0;0;6;2; ; ;2; ;1; ; ; ; ; ; ; ; ; ;46;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;498,0819909; ; 
1055;5;2;1;1055050201;12;0;0;2;2; ; ;2; ;1; ; ; ; ; ; ; ; ; ;46;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;498,0819909; ; 
1055;5;3;1;1055050301;12;0;0;2;2; ; ;2; ;1; ; ; ; ; ; ; ; ; ;46;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;498,0819909; ; 
1055;5;4;1;1055050401;12;0;0;5;2; ; ;2; ;1; ; ; ; ; ; ; ; ; ;46;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;498,0819909; ; 
1056;1;1;1;1056010101;11;0;0;2;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;53;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;307,0580075; ; 
1056;1;2;1;1056010201;11;0;0;5;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;53;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;307,0580075; ; 
1056;2;1;1;1056020101;11;0;0;2;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;53;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;307,0580075; ; 
1056;2;1;2;1056020102;2; ; ; ; ; ; ; ; ; ;10;9; ; ; ; ; ; ; ;53;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;307,0580075; ; 
1056;2;2;1;1056020201;11;0;2;3;1;1;18;2; ;0; ; ; ; ; ; ; ; ; ;53;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;307,0580075; ; 
1056;2;3;1;1056020301;11;2;0;5;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;53;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;307,0580075; ; 
1058;1;1;1;1058010101;11;0;1;1;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;53;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;328,9224484; ; 
1058;1;2;1;1058010201;11;1;0;2;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;53;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;328,9224484; ; 
1058;1;3;1;1058010301;11;0;0;5;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;53;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;328,9224484; ; 
1058;2;1;1;1058020101;11;0;1;2;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;53;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;328,9224484; ; 
1058;2;2;1;1058020201;11;1;0;5;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;53;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;328,9224484; ; 
1058;2;3;1;1058020301;11;0;1;2;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;53;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;328,9224484; ; 
1058;2;4;1;1058020401;11;1;0;5;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;53;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;328,9224484; ; 
1058;3;1;1;1058030101;11;0;0;6;2; ; ;2; ;1; ; ; ; ; ; ; ; ; ;53;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;328,9224484; ; 
1058;3;2;1;1058030201;11;0;0;5;2; ; ;2; ;1; ; ; ; ; ; ; ; ; ;53;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;328,9224484; ; 
1061;1;1;1;1061010101;11;0;0;2;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;41;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;387,9676398; ; 
1061;1;2;1;1061010201;11;0;0;2;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;41;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;387,9676398; ; 
1061;1;3;1;1061010301;2; ; ; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ; ;41;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;387,9676398; ; 
1061;1;4;1;1061010401;2; ; ; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ; ;41;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;387,9676398; ; 
1061;2;1;1;1061020101;11;0;1;2;2; ; ;2; ;2; ; ; ; ; ; ; ; ; ;41;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;387,9676398; ; 
1061;2;2;1;1061020201;11;1;0;2;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;41;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;387,9676398; ; 
1061;2;3;1;1061020301;11;0;0;4;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;41;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;387,9676398; ; 
1061;2;4;1;1061020401;11;1;0;2;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;41;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;387,9676398; ; 
1061;2;5;1;1061020501;11;0;0;2;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;41;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;387,9676398; ; 
1061;2;6;1;1061020601;11;0;0;5;2; ; ;2; ;2; ; ; ; ; ; ; ; ; ;41;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;387,9676398; ; 
1061;3;1;1;1061030101;12;0;1;2;2; ; ;2; ;2; ; ; ; ; ; ; ; ; ;41;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;387,9676398; ; 
1061;3;2;1;1061030201;12;0;0;5;2; ; ;2; ;2; ; ; ; ; ; ; ; ; ;41;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;387,9676398; ; 
1061;3;3;1;1061030301;2; ; ; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ; ;41;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;387,9676398; ; 
1061;3;4;1;1061030401;2; ; ; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ; ;41;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;387,9676398; ; 
1061;4;1;1;1061040101;12;0;1;2;2; ; ;2; ;2; ; ; ; ; ; ; ; ; ;41;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;387,9676398; ; 
1061;4;2;1;1061040201;12;0;0;5;2; ; ;2; ;2; ; ; ; ; ; ; ; ; ;41;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;387,9676398; ; 
1061;4;3;1;1061040301;2; ; ; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ; ;41;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;387,9676398; ; 
1061;4;4;1;1061040401;2; ; ; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ; ;41;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;387,9676398; ; 
1063;1;1;1;1063010101;2; ; ; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ; ;59;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;345,6708132; ; 
1063;1;2;1;1063010201;51;2;0; ; ; ; ; ; ; ; ; ; ; ; ; ;C4;5;18;59;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;345,6708132;337229;110222
1063;1;2;2;1063010202;51;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ;195;5;1;59;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;345,6708132;110222;111008
1063;1;3;1;1063010301;12;0;0;6;2; ; ;2; ;1; ; ; ; ; ; ; ; ; ;59;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;345,6708132; ; 
1063;1;3;2;1063010302;51;0;4; ; ; ; ; ; ; ; ; ; ; ; ; ;708;10;18;59;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;345,6708132;110222;337229
