NFORM;nnper;IDPER;SEXO;EDAD;PARENTESCO;E3;E4;E4A;E5;E6;E7;E7OB;E8;E9;E10;E11;E12;E14;E15;E16;E17;E19;E20;E200B;Form_Op_Hab;codsegtrabprinc;codsegpresentrab;codsegcomenzodia;INSE;INSE_RecF;EstratoGeografico;wcal0
2865;2;286502;2;42;2;2;3; ;1;2;3; ;1; ; ;15;5;2;3; ;1;2;7; ;0; ; ; ;32;M-;Toledo, Suarez y Otras;82,74393207
2865;3;286503;2;15;3;1;3; ;3;2;3; ;2;1;2; ; ; ; ; ;1;2;7; ;0; ; ; ;32;M-;Toledo, Suarez y Otras;82,74393207
2865;4;286504;2;10;3;1;2; ;4;2;3; ; ; ; ; ; ; ; ; ;1;2;7; ;0; ; ; ;32;M-;Toledo, Suarez y Otras;82,74393207
2867;1;286701;1;29;4;2;3; ;3;2;3; ;1; ; ;48;3;1;1;3;1;1; ; ;1; ;306001; ;46;M+;Las Piedras, La Paz, Progreso y Otras;302,8599114
2867;2;286702;2;59;1;2;3; ;3;2;3; ;1; ; ;30;2; ;3;1;1;1; ; ;0;306001; ; ;46;M+;Las Piedras, La Paz, Progreso y Otras;302,8599114
2867;3;286703;2;19;4;1;4;2;2;2;3; ;2;1;2; ; ; ;3;1;1;1; ; ;0; ; ; ;46;M+;Las Piedras, La Paz, Progreso y Otras;302,8599114
2868;1;286801;2;42;1;2;3; ;3;2;3; ;2;1;3; ; ; ;1; ;1;2;10; ;1; ; ; ;32;M-;Sauce, San Jacinto, Tala,  Santoral  y Otras;100,3305137
2868;2;286802;1;32;9;2;4;4;3;1;3; ;2;1;7; ; ; ;3; ;1;1; ; ;0; ; ; ;32;M-;Sauce, San Jacinto, Tala,  Santoral  y Otras;100,3305137
2868;3;286803;1;17;4;1;4;2;4;2;3; ;2;1;2; ; ; ; ; ;1;1; ; ;0; ; ; ;32;M-;Sauce, San Jacinto, Tala,  Santoral  y Otras;100,3305137
2868;4;286804;2;11;4;1;2; ;5;2;3; ; ; ; ; ; ; ; ; ;1;1; ; ;0; ; ; ;32;M-;Sauce, San Jacinto, Tala,  Santoral  y Otras;100,3305137
2869;1;286901;1;57;4;2;2; ;5;2;5;NO TIENE;1; ; ;16;3;1;1;3;1;1; ; ;1; ;111114; ;46;M+;Sauce, San Jacinto, Tala,  Santoral  y Otras;76,06446029
2869;2;286902;2;77;1;2;2; ;6;1;3; ;2;1;6; ; ; ;3;1;1;2;10; ;0; ; ; ;46;M+;Sauce, San Jacinto, Tala,  Santoral  y Otras;76,06446029
2871;1;287101;1;51;1;2;3; ;3;1;3; ;1; ; ;40;2; ;1;3;1;1; ; ;1;306124; ; ;46;M+;Sauce, San Jacinto, Tala,  Santoral  y Otras;76,06446029
2871;2;287102;2;85;12;2;2; ;3;2;3; ;2;1;4; ; ; ;3;1;1;2;1; ;0; ; ; ;46;M+;Sauce, San Jacinto, Tala,  Santoral  y Otras;76,06446029
2872;1;287201;1;38;1;2;3; ;5;2;3; ;1; ; ;48;2; ;1; ;2;1; ; ;1;112031; ;112031;39;M;Sauce, San Jacinto, Tala,  Santoral  y Otras;93,66124984
2872;2;287202;2;37;2;2;6; ;5;1;3; ;1; ; ;32;4; ;1; ;1;1; ; ;0;102102; ; ;39;M;Sauce, San Jacinto, Tala,  Santoral  y Otras;93,66124984
2872;3;287203;2;7;3;1;2; ;2;2;3; ; ; ; ; ; ; ; ; ;1;1; ; ;0; ; ; ;39;M;Sauce, San Jacinto, Tala,  Santoral  y Otras;93,66124984
2873;1;287301;1;87;1;3; ; ; ; ;3; ;2;1;4; ; ; ;3; ;1;1; ; ;1; ; ; ;36;M-;Sauce, San Jacinto, Tala,  Santoral  y Otras;70,91852668
2874;1;287401;1;70;1;2;3; ;3;2;3; ;2;1;4; ; ; ;1; ;1;2;10; ;0; ; ; ;50;M+;Sauce, San Jacinto, Tala,  Santoral  y Otras;69,244841
2874;2;287402;2;69;2;2;3; ;5;1;3; ;2;1;4; ; ; ;3; ;1;1; ; ;1; ; ; ;50;M+;Sauce, San Jacinto, Tala,  Santoral  y Otras;69,244841
2875;1;287501;2;64;1;2;4;3;2;1;3; ;2;1;4; ; ; ;1;3;1;2;10; ;1; ; ; ;52;A-;Sauce, San Jacinto, Tala,  Santoral  y Otras;71,00823227
2876;1;287601;1;61;1;2;2; ;6;1;5; ;1; ; ;2;5;2;1; ;1;1; ; ;1; ; ; ;22;B+;Sauce, San Jacinto, Tala,  Santoral  y Otras;69,244841
2876;2;287602;2;61;2;2;2; ;6;1;2; ;2;1;3; ; ; ;3; ;1;2;10; ;0; ; ; ;22;B+;Sauce, San Jacinto, Tala,  Santoral  y Otras;69,244841
2877;1;287701;1;52;1;2;2; ;5;2;2; ;1; ; ;40;2; ;1;2;1;1; ; ;1;306124; ; ;28;B+;Sauce, San Jacinto, Tala,  Santoral  y Otras;112,4648558
2877;2;287702;2;37;2;2;2; ;6;1;2; ;1; ; ;20;2; ;3;2;1;1; ; ;0;306006; ; ;28;B+;Sauce, San Jacinto, Tala,  Santoral  y Otras;112,4648558
2877;3;287703;2;16;3;1;3; ;5;2;2; ;2;1;2; ; ; ; ; ;1;1; ; ;0; ; ; ;28;B+;Sauce, San Jacinto, Tala,  Santoral  y Otras;112,4648558
2877;4;287704;2;13;3;1;3; ;2;2;3; ; ; ; ; ; ; ; ; ;1;1; ; ;0; ; ; ;28;B+;Sauce, San Jacinto, Tala,  Santoral  y Otras;112,4648558
2877;5;287705;1;11;3;1;2; ;5;2;2; ; ; ; ; ; ; ; ; ;1;1; ; ;0; ; ; ;28;B+;Sauce, San Jacinto, Tala,  Santoral  y Otras;112,4648558
2878;1;287801;2;34;1;2;4;2;2;1;2; ;2;1;3; ; ; ;3; ;1;2;10; ;1; ; ; ;18;B-;Sauce, San Jacinto, Tala,  Santoral  y Otras;100,3305137
2878;2;287802;1;41;2;2;2; ;5;1;3; ;1; ; ;30;2; ;1; ;1;1; ; ;0;306003; ; ;18;B-;Sauce, San Jacinto, Tala,  Santoral  y Otras;100,3305137
2878;3;287803;2;16;3;1;3; ;4;2;3; ;2;1;2; ; ; ; ; ;1;1; ; ;0; ; ; ;18;B-;Sauce, San Jacinto, Tala,  Santoral  y Otras;100,3305137
2878;4;287804;1;12;3;1;3; ;1;2;3; ; ; ; ; ; ; ; ; ;1;1; ; ;0; ; ; ;18;B-;Sauce, San Jacinto, Tala,  Santoral  y Otras;100,3305137
2879;1;287901;1;64;1;2;3; ;3;1;3; ;2;1;4; ; ; ;1;1;1;1; ; ;1; ; ; ;47;M+;Sauce, San Jacinto, Tala,  Santoral  y Otras;69,244841
2879;2;287902;2;62;2;2;2; ;6;1;3; ;2;1;6; ; ; ;3;1;1;2;4; ;0; ; ; ;47;M+;Sauce, San Jacinto, Tala,  Santoral  y Otras;69,244841
2880;1;288001;2;48;1;2;4;3;2;1;3; ;1; ; ;44;1; ;3; ;1;1; ; ;1; ; ; ;42;M;Sauce, San Jacinto, Tala,  Santoral  y Otras;32,760375
2880;2;288002;2;71;7;2;2; ;5;2;3; ;2;1;4; ; ; ;3; ;1;2;1; ;0; ; ; ;42;M;Sauce, San Jacinto, Tala,  Santoral  y Otras;32,760375
2880;3;288003;2;16;4;1;3; ;5;2;3; ;2;1;2; ; ; ; ; ;1;1; ; ;0; ; ; ;42;M;Sauce, San Jacinto, Tala,  Santoral  y Otras;32,760375
2881;1;288101;2;81;1;3; ; ; ; ;3; ;2;1;4; ; ; ;3; ;1;1; ; ;1; ; ; ;45;M+;Sauce, San Jacinto, Tala,  Santoral  y Otras;28,47768603
2882;1;288201;1;51;1;2;5; ;3;1;3; ;1; ; ;40;2; ;1;5;1;1; ; ;1;115105; ; ;60;A+;Montevideo Medio;585,0924011
2884;1;288401;1;26;1;2;2; ;6;1;3; ;1; ; ;44;3;1;3; ;1;1; ; ;0; ;109022; ;56;A-;Montevideo Medio Alto;682,8120709
2884;2;288402;2;25;2;1;6; ;9;2;3; ;2;1;2; ; ; ;3; ;1;2;2; ;1; ; ; ;56;A-;Montevideo Medio Alto;682,8120709
2885;1;288501;1;60;1;2;4;3;2;1;3; ;1; ; ;45;2; ;1; ;1;1; ; ;0;114024; ; ;52;A-;Montevideo Medio;838,5822396
2885;2;288502;2;57;2;2;6; ;5;2;3; ;1; ; ;35;2; ;3; ;1;1; ; ;1;120048; ; ;52;A-;Montevideo Medio;838,5822396
2886;1;288601;1;70;1;2;4;3;3;1;3; ;2;1;4; ; ; ;1; ;1;1; ; ;1; ; ; ;40;M;Montevideo Medio Alto;649,3197796
2886;2;288602;2;69;2;2;4;2;2;1;3; ;2;1;3; ; ; ;2; ;3;2;5; ;0; ; ;106204;40;M;Montevideo Medio Alto;649,3197796
2886;3;288603;1;39;3;2;3; ;2;2;2; ;1; ; ;10;1; ;1; ;1;1; ; ;0; ; ; ;40;M;Montevideo Medio Alto;649,3197796
2886;4;288604;1;34;3;2;3; ;2;2;2; ;2;1;1; ; ; ;1; ;1;2;10; ;0; ; ; ;40;M;Montevideo Medio Alto;649,3197796
2887;1;288701;1;31;1;2;2; ;6;1;3; ;1; ; ;36;2; ;1;2;1;1; ; ;1;125001; ; ;48;M+;Montevideo Medio;585,0924011
2888;1;288801;1;47;1;2;3; ;5;1;3; ;1; ; ;50;2; ;1;3;1;1; ; ;0;108008; ; ;58;A-;Montevideo Medio Alto;765,3938795
2888;2;288802;2;44;2;2;5; ;3;1;4; ;1; ; ;40;2; ;1;1;1;1; ; ;1;103003; ; ;58;A-;Montevideo Medio Alto;765,3938795
2888;3;288803;2;5;3;1;1; ;9;2;4; ; ; ; ; ; ; ; ; ;1;1; ; ;0; ; ; ;58;A-;Montevideo Medio Alto;765,3938795
2889;1;288901;1;42;1;2;4;3;4;1;3; ;1; ; ;50;2; ;1;3;1;1; ; ;1;124005; ; ;44;M+;Montevideo Medio;702,5566351
2889;2;288902;2;45;2;2;3; ;5;2;3; ;2;1;3; ; ; ;3; ;1;1; ; ;0; ; ; ;44;M+;Montevideo Medio;702,5566351
2889;3;288903;1;9;4;1;2; ;2;2;3; ; ; ; ; ; ; ; ; ;1;1; ; ;0; ; ; ;44;M+;Montevideo Medio;702,5566351
2890;1;289001;2;60;1;2;3; ;6;1;3; ;1; ; ;40;2; ;3; ;1;1; ; ;1;109022; ; ;48;M+;Montevideo Medio Alto;621,5940151
2890;2;289002;1;58;2;2;3; ;3;2;3; ;2;1;4; ; ; ;2; ;1;2;1; ;0; ; ; ;48;M+;Montevideo Medio Alto;621,5940151
2891;1;289101;2;43;1;2;4;1;3;1;3; ;1; ; ;40;2; ;1; ;1;1; ; ;1;108105; ; ;39;M;Montevideo Medio;702,5566351
2891;2;289102;1;16;4;1;3; ;4;2;3; ;2;1;2; ; ; ; ; ;1;1; ; ;0; ; ; ;39;M;Montevideo Medio;702,5566351
2891;3;289103;1;10;4;1;2; ;4;2;3; ; ; ; ; ; ; ; ; ;1;1; ; ;0; ; ; ;39;M;Montevideo Medio;702,5566351
2893;1;289301;1;51;1;2;2; ;6;1;3; ;2;1;1; ; ; ;3;1;1;2;10; ;0; ; ; ;39;M;Las Piedras, La Paz, Progreso y Otras;354,6027595
2893;2;289302;2;45;2;2;3; ;4;2;3; ;1; ; ;55;2; ;3;1;1;1; ; ;1;109033; ; ;39;M;Las Piedras, La Paz, Progreso y Otras;354,6027595
2893;3;289303;1;12;4;1;2; ;5;2;3; ; ; ; ; ; ; ; ; ;1;2;99; ;0; ; ; ;39;M;Las Piedras, La Paz, Progreso y Otras;354,6027595
2895;1;289501;2;81;1;2;2; ;2;2;2; ;2;1;4; ; ; ;3; ;1;2;10; ;1; ; ; ;31;M-;Las Piedras, La Paz, Progreso y Otras;220,2366964
2896;1;289601;1;46;1;2;3; ;6;1;3; ;1; ; ;50;3;2;1;5;1;1; ; ;1; ; ; ;52;A-;Las Piedras, La Paz, Progreso y Otras;259,1535346
2896;2;289602;2;48;2;2;3; ;6;1;3; ;2;1;3; ; ; ;1;5;1;2;10; ;0; ; ; ;52;A-;Las Piedras, La Paz, Progreso y Otras;259,1535346
2897;1;289701;2;67;1;2;2; ;6;1;2; ;2;1;4; ; ; ;3; ;1;1; ; ;0; ; ; ;38;M;Las Piedras, La Paz, Progreso y Otras;253,0374804
2897;2;289702;2;26;4;2;4;9;9;1;3; ;1; ; ;40;2; ;3; ;1;1; ; ;0;304017; ; ;38;M;Las Piedras, La Paz, Progreso y Otras;253,0374804
2897;3;289703;1;39;4;2;3; ;5;2;3; ;1; ; ;60;2; ;3; ;1;1; ; ;1;305002; ; ;38;M;Las Piedras, La Paz, Progreso y Otras;253,0374804
2898;1;289801;1;54;1;2;3; ;6;1;3; ;1; ; ;48;2; ;1;5;1;2;7; ;1; ; ; ;52;A-;Las Piedras, La Paz, Progreso y Otras;443,7254644
2898;2;289802;2;54;2;2;3; ;6;1;3; ;2;1;3; ; ; ;3;5;1;2;7; ;0; ; ; ;52;A-;Las Piedras, La Paz, Progreso y Otras;443,7254644
2899;1;289901;2;48;1;2;6; ;2;2;3; ;1; ; ;44;2; ;1;5;1;1; ; ;0;304259; ; ;45;M+;Las Piedras, La Paz, Progreso y Otras;333,3397502
2899;2;289902;1;47;2;2;4;2;2;2;3; ;1; ; ;50;3;1;1;5;1;1; ; ;0; ;304023; ;45;M+;Las Piedras, La Paz, Progreso y Otras;333,3397502
2899;3;289903;1;22;4;2;3; ;2;2;3; ;1; ; ;44;5;2;1;5;1;1; ; ;0; ; ; ;45;M+;Las Piedras, La Paz, Progreso y Otras;333,3397502
2899;4;289904;2;19;4;1;6; ;1;2;3; ;2;1;2; ; ; ;3;9;1;1; ; ;1; ; ; ;45;M+;Las Piedras, La Paz, Progreso y Otras;333,3397502
2899;5;289905;1;10;4;1;2; ;5;2;3; ; ; ; ; ; ; ; ; ;1;1; ; ;0; ; ; ;45;M+;Las Piedras, La Paz, Progreso y Otras;333,3397502
2900;1;290001;1;40;1;2;3; ;4;2;3; ;1; ; ;40;2; ;1;5;1;1; ; ;0;115114; ; ;32;M-;Las Piedras, La Paz, Progreso y Otras;311,5752952
2900;2;290002;2;37;2;2;3; ;4;2;3; ;1; ; ;40;2; ;3;9;1;1; ; ;0;304024; ; ;32;M-;Las Piedras, La Paz, Progreso y Otras;311,5752952
2900;3;290003;2;17;3;1;3; ;5;2;3; ;2;1;2; ; ; ; ; ;1;1; ; ;1; ; ; ;32;M-;Las Piedras, La Paz, Progreso y Otras;311,5752952
2900;4;290004;2;13;3;1;3; ;1;2;3; ; ; ; ; ; ; ; ; ;1;1; ; ;0; ; ; ;32;M-;Las Piedras, La Paz, Progreso y Otras;311,5752952
2901;1;290101;1;45;1;2;3; ;6;1;4; ;1; ; ;40;2; ;1;5;1;1; ; ;1;103204; ; ;62;A+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;521,2085692
2901;2;290102;2;36;2;2;6; ;5;1;4; ;1; ; ;40;2; ;1;5;1;1; ; ;0;105101; ; ;62;A+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;521,2085692
2901;3;290103;1;7;3;1;2; ;1;2;4; ; ; ; ; ; ; ; ; ;1;1; ; ;0; ; ; ;62;A+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;521,2085692
2901;4;290104;2;4;3;1;1; ;1;2;4; ; ; ; ; ; ; ; ; ;1;1; ; ;0; ; ; ;62;A+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;521,2085692
2901;5;290105;2;2;3;3; ; ; ; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ;62;A+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;521,2085692
2902;1;290201;2;56;1;2;2; ;4;2;3; ;1; ; ;40;2; ;3; ;1;2;11;ERA SU DÍA LIBRE;1;116042; ; ;36;M-;Zona III - Cuenca Cerro Norte NoBajo;90,69434101
2902;2;290202;1;16;4;1;3; ;9;2;3; ;2;1;2; ; ; ; ; ;1;1; ; ;0; ; ; ;36;M-;Zona III - Cuenca Cerro Norte NoBajo;90,69434101
2903;1;290301;2;43;1;2;3; ;4;2;2; ;2;1;3; ; ; ;3; ;1;1; ; ;1; ; ; ;12;B-;Zona III - Cuenca Cerro Norte Bajo;164,4405399
2903;2;290302;2;9;4;1;2; ;2;2;2; ; ; ; ; ; ; ; ; ;1;1; ; ;0; ; ; ;12;B-;Zona III - Cuenca Cerro Norte Bajo;164,4405399
2903;3;290303;1;10;4;1;2; ;4;2;2; ; ; ; ; ; ; ; ; ;1;1; ; ;0; ; ; ;12;B-;Zona III - Cuenca Cerro Norte Bajo;164,4405399
2903;4;290304;2;1;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ;12;B-;Zona III - Cuenca Cerro Norte Bajo;164,4405399
2904;1;290401;2;64;1;2;3; ;3;2;3; ;2;2; ;40;5;2;3; ;1;1; ; ;1; ; ; ;39;M;Zona III - Cuenca Cerro Norte Bajo;106,4172764
2905;1;290501;2;40;1;2;2; ;6;1;3; ;1; ; ;35;5;2;3; ;1;1; ; ;1; ; ; ;37;M;Zona III - Cuenca Cerro Norte Bajo;130,8703621
2905;2;290502;1;5;4;1;1; ;1;2;3; ; ; ; ; ; ; ; ; ;1;1; ; ;0; ; ; ;37;M;Zona III - Cuenca Cerro Norte Bajo;130,8703621
2906;1;290601;1;72;1;2;2; ;6;1;3; ;2;1;4; ; ; ;3; ;3;1; ; ;1; ; ;110129;42;M;Zona III - Cuenca Cerro Norte Bajo;106,2828382
2908;1;290801;2;67;1;2;4;3;1;2;2; ;2;1;3; ; ; ;3; ;1;2;10; ;1; ; ; ;25;B+;Zona III - Cuenca Cerro Norte NoBajo;77,07485863
2909;1;290901;1;64;1;2;2; ;2;2;5;No tiene asisencia no carnet;2;1;3; ; ; ;3; ;1;2;10; ;1; ; ; ;31;M-;Montevideo Bajo;354,6604516
2910;1;291001;1;47;1;2;3; ;1;2;3; ;1; ; ;66;5;1;1;5;1;1; ; ;0; ;116042; ;39;M;Zona III - Cuenca Cerro Norte NoBajo;124,7047189
2910;2;291002;2;41;2;2;3; ;5;2;2; ;1; ; ;12;1; ;1;5;1;1; ; ;1; ; ; ;39;M;Zona III - Cuenca Cerro Norte NoBajo;124,7047189
2911;1;291101;2;60;2;2;3; ;2;2;3; ;1; ; ;45;2; ;3;2;1;1; ; ;0;121037; ; ;50;M+;Montevideo Medio;679,9590415
2911;2;291102;1;57;1;2;3; ;3;1;3; ;1; ; ;55;3;1;1;3;1;1; ; ;1; ;121037; ;50;M+;Montevideo Medio;679,9590415
2911;3;291103;1;27;3;2;3; ;5;2;3; ;1; ; ;44;3;1;1;4;1;1; ; ;0; ;121037; ;50;M+;Montevideo Medio;679,9590415
2912;1;291201;1;55;1;2;3; ;2;2;3; ;1; ; ;60;1; ;1;3;1;2;8; ;1; ; ; ;54;A-;Montevideo Bajo;389,5893968
2913;1;291301;1;58;1;2;3; ;2;2;2; ;2;2; ; ;5;2;3; ;1;2;10; ;1; ; ; ;26;B+;Montevideo Bajo;389,5893968
2914;1;291401;2;53;1;2;2; ;6;1;3; ;1; ; ;16;2; ;3; ;1;1; ; ;1;108003; ; ;46;M+;Zona III - Cuenca Cerro Norte Bajo;178,26568
2916;1;291601;1;72;1;2;3; ;4;2;2; ;2;1;4; ; ; ;1;3;1;1; ; ;0; ; ; ;31;M-;Montevideo Bajo;458,2628799
2916;2;291602;2;64;2;2;3; ;4;2;2; ;2;1;4; ; ; ;3;3;1;1; ; ;0; ; ; ;31;M-;Montevideo Bajo;458,2628799
2916;3;291603;2;35;3;1;5; ;2;2;3; ;1; ; ;20;2; ;3;1;1;1; ; ;1;121021; ; ;31;M-;Montevideo Bajo;458,2628799
2916;4;291604;1;26;3;2;3; ;6;1;2; ;1; ; ;36;2; ;3;4;1;1; ; ;0;114222; ; ;31;M-;Montevideo Bajo;458,2628799
2916;5;291605;2;9;11;1;2; ;4;2;3; ; ; ; ; ; ; ; ; ;1;1; ; ;0; ; ; ;31;M-;Montevideo Bajo;458,2628799
2916;6;291606;2;2;11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ;31;M-;Montevideo Bajo;458,2628799
2917;1;291701;1;62;1;2;3; ;6;1;4; ;1; ; ;40;2; ;1;5;1;1; ; ;0;115108; ; ;70;A+;Montevideo Alto;778,0447211
2917;2;291702;2;57;2;2;4;9;2;1;4; ;1; ; ;20;1; ;1;5;1;1; ; ;1; ; ; ;70;A+;Montevideo Alto;778,0447211
2917;3;291703;2;29;3;1;6; ;3;2;4; ;1; ; ;40;2; ;1;3;1;1; ; ;0;110057; ; ;70;A+;Montevideo Alto;778,0447211
2917;4;291704;2;27;3;1;6; ;4;2;4; ;1; ; ;40;2; ;1;2;1;1; ; ;0;124005; ; ;70;A+;Montevideo Alto;778,0447211
2917;5;291705;2;23;3;2;6; ;4;1;4; ;2;1;1; ; ; ;1;4;1;1; ; ;0; ; ; ;70;A+;Montevideo Alto;778,0447211
2917;6;291706;1;19;3;2;3; ;6;1;4; ;1; ; ;20;2; ;1;4;1;1; ; ;0; ; ; ;70;A+;Montevideo Alto;778,0447211
2918;1;291801;2;68;1;2;4;3;4;1;3; ;2;1;3; ; ; ;1;5;1;2;2; ;1; ; ; ;57;A-;Montevideo Alto;457,7682472
2919;1;291901;1;19;1;1;6; ;1;2;3; ;2;1;2; ; ; ;1;5;1;1; ; ;1; ; ; ;64;A+;Montevideo Alto;669,8768908
2920;1;292001;2;32;1;2;7; ;2;1;3; ;1; ; ;35;2; ;1;5;1;1; ; ;1;115306; ; ;62;A+;Montevideo Medio Alto;625,44023
2920;2;292002;1;37;2;2;6; ;6;1;3; ;1; ; ;40;2; ;1;5;1;1; ; ;0;102003; ; ;62;A+;Montevideo Medio Alto;625,44023
2920;3;292003;1;2;3;3; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ;62;A+;Montevideo Medio Alto;625,44023
2921;1;292101;2;60;1;2;6; ;7;1;3; ;2;1;4; ; ; ;1;3;1;1; ; ;1; ; ; ;76;A+;Montevideo Alto;596,17992
2921;2;292102;2;67;2;2;6; ;6;1;3; ;1; ; ;64;2; ;1;5;1;1; ; ;0;102004; ; ;76;A+;Montevideo Alto;596,17992
2922;1;292201;2;46;1;2;6; ;3;2;3; ;1; ; ;44;2; ;3;4;1;1; ; ;1;104001; ; ;60;A+;Montevideo Medio;522,9561746
2922;2;292202;1;47;2;2;3; ;6;1;3; ;1; ; ;50;3;1;1;5;2;2;11;fuera del pais;0; ;120034; ;60;A+;Montevideo Medio;522,9561746
2923;1;292301;2;30;1;2;6; ;4;1;3; ;1; ; ;40;5;2;1;5;1;1; ; ;1; ; ; ;62;A+;Montevideo Alto;675,8048439
2923;2;292302;1;5;4;1;1; ;9;2;3; ; ; ; ; ; ; ; ; ;1;1; ; ;0; ; ; ;62;A+;Montevideo Alto;675,8048439
2924;1;292401;2;55;1;2;5; ;2;2;3; ;1; ; ;40;2; ;3; ;1;1; ; ;1;107104; ; ;65;A+;Montevideo Alto;438,5602673
2925;1;292501;1;33;1;1;6; ;4;2;3; ;1; ; ;30;2; ;3; ;1;1; ; ;0;106103; ; ;57;A-;Montevideo Medio Alto;603,4248843
2925;2;292502;2;34;2;1;6; ;3;2;4; ;1; ; ;25;2; ;1; ;1;1; ; ;1;111031; ; ;57;A-;Montevideo Medio Alto;603,4248843
2926;1;292601;2;70;1;2;6; ;4;1;3; ;2;1;4; ; ; ;3; ;1;1; ; ;1; ; ; ;63;A+;Montevideo Medio;444,4243465
2927;1;292701;2;58;1;2;6; ;6;1;3; ;1; ; ;50;2; ;1;5;1;1; ; ;0;106104; ; ;70;A+;Montevideo Medio Alto;768,1635797
2927;2;292702;1;34;4;2;5; ;4;2;3; ;1; ; ;50;2; ;1;3;1;1; ; ;1;107204; ; ;70;A+;Montevideo Medio Alto;768,1635797
2928;1;292801;1;26;1;2;3; ;3;2;3; ;1; ; ;44;5;2;3; ;1;1; ; ;1; ; ; ;36;M-;Zona III - Cuenca Cerro Norte NoBajo;93,014529
2929;1;292901;2;69;1;2;4;3;4;1;2; ;2;1;4; ; ; ;1;2;1;2;10; ;0; ; ; ;37;M;Canelones Capital, Santa Lucía y Otras;84,82039613
2929;2;292902;1;78;2;2;2; ;4;2;2; ;2;1;4; ; ; ;1;2;1;1; ; ;1; ; ; ;37;M;Canelones Capital, Santa Lucía y Otras;84,82039613
2930;1;293001;2;59;1;2;3; ;2;2;1; ;2;1;3; ; ; ;3;3;1;2;10; ;0; ; ; ;40;M;Zona II - Cuenca Noreste      Bajo;236,4367211
2930;2;293002;1;59;2;2;2; ;6;1;1; ;1; ; ;40;3;2;1;5;1;1; ; ;1; ; ; ;40;M;Zona II - Cuenca Noreste      Bajo;236,4367211
2930;3;293003;2;19;3;1;3; ;5;2;1; ;2;1;2; ; ; ;3;3;1;1; ; ;0; ; ; ;40;M;Zona II - Cuenca Noreste      Bajo;236,4367211
2931;1;293101;1;58;1;2;2; ;4;2;2; ;2;1;4; ; ; ;3; ;1;1; ; ;1; ; ; ;25;B+;Zona II - Cuenca Noreste      NoBajo;107,7277904
2931;2;293102;2;69;2;2;2; ;2;2;2; ;2;1;3; ; ; ;3; ;1;2;2; ;0; ; ; ;25;B+;Zona II - Cuenca Noreste      NoBajo;107,7277904
2932;1;293201;1;76;2;2;2; ;6;1;2; ;2;1;4; ; ; ;1; ;1;1; ; ;1; ; ; ;34;M-;Zona II - Cuenca Noreste      NoBajo;81,72447523
2932;2;293202;2;72;1;2;2; ;6;1;3; ;1; ; ;30;2; ;3; ;1;1; ; ;0;107009; ; ;34;M-;Zona II - Cuenca Noreste      NoBajo;81,72447523
2933;1;293301;2;51;1;2;4;2;4;1;2; ;1; ; ;60;4; ;1; ;1;1; ; ;1;301009; ; ;36;M-;Canelones Capital, Santa Lucía y Otras;95,54675475
2934;1;293401;2;47;2;2;6; ;5;2;3; ;2;1;3; ; ; ;1;3;1;1; ; ;0; ; ; ;54;A-;Montevideo Medio;611,1206276
2934;2;293402;1;47;1;2;6; ;4;2;3; ;1; ; ;50;2; ;1;5;1;2;2; ;0;110226; ; ;54;A-;Montevideo Medio;611,1206276
2934;3;293403;1;17;3;1;3; ;4;2;3; ;2;1;2; ; ; ; ; ;1;1; ; ;1; ; ; ;54;A-;Montevideo Medio;611,1206276
2935;1;293501;1;46;1;2;2; ;6;1;2; ;1; ; ;40;5;2;1;5;1;1; ; ;1; ; ; ;32;M-;Canelones Capital, Santa Lucía y Otras;95,42604934
2936;1;293601;2;15;3;1;3; ;2;2;2; ;2;1;2; ; ; ; ; ;1;2;2; ;0; ; ; ;15;B-;Zona I - Casavalle            Bajo;435,0228431
2936;2;293602;1;53;1;2;2; ;6;2;2; ;1; ; ;22;2; ;1; ;1;1; ; ;1;120039; ; ;15;B-;Zona I - Casavalle            Bajo;435,0228431
2936;3;293603;1;18;3;2;3; ;2;2;2; ;1; ; ;5;2; ;3; ;1;1; ; ;0;117230; ; ;15;B-;Zona I - Casavalle            Bajo;435,0228431
2936;4;293604;2;44;2;2;2; ;6;1;3; ;2;1;3; ; ; ;3; ;1;1; ; ;0; ; ; ;15;B-;Zona I - Casavalle            Bajo;435,0228431
2937;1;293701;1;55;1;2;3; ;2;2;3; ;1; ; ;44;2; ;1;5;1;1; ; ;1;124225; ; ;42;M;Montevideo Medio;626,7546211
2937;2;293702;1;47;9;2;4;2;1;2;3; ;1; ; ;44;4; ;3;1;1;1; ; ;0;123202; ; ;42;M;Montevideo Medio;626,7546211
